x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
0.7278934464674685,0.710025567983226,0.6921576894989837,0.6742898110147414,0.656421932530499,0.6385540540462565,0.6206861755620141,0.6028182970777718,0.5849504185935294,0.567082540109287,0.5492146616250446,0.5313467831408023,0.5134789046565599,0.4792696919347453,0.4396133678004065,0.39995704366606777,0.36030071953172904,0.3206443953973903,0.2809880712630516,0.24133174712871291,0.20167542299437413,0.16201909886003538,0.12236277472569666,0.08270645059135795,0.043050126457019215,0.03424030279530919,0.05627697960622791,0.07831365641714663,0.10035033322806536,0.1223870100389841,0.1444236868499028,0.16646036366082156,0.18849704047174026,0.21053371728265896,0.23257039409357771,0.2546070709044964,0.27664374771541517,0.29853500279894263,0.31998999270029627,0.3414449826016498,0.36289997250300354,0.38435496240435707,0.4058099523057107,0.42726494220706435,0.448719932108418,0.4701749220097716,0.49162991191112526,0.5130849018124789,0.5345398917138324,0.5559948816151861
0.7408693357833055,0.7230993716350725,0.7053294074868399,0.6875594433386072,0.6697894791903742,0.6520195150421414,0.6342495508939086,0.6164795867456758,0.598709622597443,0.5809396584492101,0.5631696943009774,0.5453997301527445,0.5276297660045117,0.49309338562977073,0.4529681998461936,0.4128430140626165,0.37271782827903943,0.3325926424954623,0.2924674567118852,0.25234227092830813,0.212217085144731,0.1720918993611539,0.1319667135775768,0.09184152779399973,0.05171634201042264,0.041804055258771275,0.062104667539045685,0.08240527981932011,0.1027058920995945,0.12300650437986893,0.14330711666014334,0.16360772894041778,0.18390834122069216,0.20420895350096657,0.224509565781241,0.24481017806151542,0.26511079034178986,0.2853141623130021,0.3052258133570277,0.32513746440105334,0.3450491154450791,0.3649607664891047,0.3848724175331304,0.404784068577156,0.4246957196211817,0.4446073706652074,0.464519021709233,0.4844306727532587,0.5043423237972844,0.52425397484131
0.7533129449482245,0.7356332608294669,0.7179535767107093,0.7002738925919516,0.6825942084731941,0.6649145243544363,0.6472348402356787,0.629555156116921,0.6118754719981635,0.5941957878794059,0.5765161037606482,0.5588364196418905,0.5411567355231329,0.5066583897470985,0.4665538234186386,0.4264492570901786,0.38634469076171873,0.34624012443325874,0.30613555810479887,0.26603099177633893,0.22592642544787894,0.185821859119419,0.14571729279095905,0.10561272646249913,0.06550816013403918,0.05428265063905177,0.07193619797753693,0.08958974531602211,0.10724329265450727,0.12489683999299246,0.14255038733147762,0.16020393466996283,0.17785748200844798,0.19551102934693315,0.21316457668541833,0.23081812402390348,0.24847167136238868,0.2662108771915121,0.28420705849255024,0.30220323979358843,0.3201994210946267,0.3381956023956649,0.356191783696703,0.3741879649977412,0.3921841462987794,0.4101803275998177,0.4281765089008558,0.44617269020189404,0.46416887150293223,0.4821650528039704
0.7656324580531111,0.7480412740977931,0.7304500901424752,0.7128589061871573,0.6952677222318393,0.6776765382765213,0.6600853543212033,0.6424941703658854,0.6249029864105674,0.6073118024552495,0.5897206184999315,0.5721294345446135,0.5545382505892956,0.5201630828471766,0.4801932538427907,0.44022342483840476,0.40025359583401887,0.3602837668296329,0.320313937825247,0.2803441088208611,0.24037427981647508,0.20040445081208913,0.1604346218077032,0.12046479280331727,0.08049496379893135,0.06790709494983074,0.0827011862560155,0.09749527756220028,0.11228936886838504,0.12708346017456984,0.1418775514807546,0.15667164278693937,0.17146573409312416,0.1862598253993089,0.20105391670549366,0.21584800801167844,0.2306420993178632,0.24573615599191356,0.26173010876956065,0.2777240615472078,0.29371801432485495,0.30971196710250204,0.3257059198801492,0.34169987265779633,0.3576938254354434,0.3736877782130906,0.3896817309907377,0.4056756837683848,0.42166963654603196,0.4376635893236791
0.7779519711579977,0.7604492873661195,0.7429466035742412,0.7254439197823629,0.7079412359904848,0.6904385521986063,0.672935868406728,0.6554331846148498,0.6379305008229715,0.6204278170310933,0.602925133239215,0.5854224494473366,0.5679197656554584,0.5336677759472548,0.4938326842669429,0.45399759258663097,0.414162500906319,0.37432740922600705,0.33449231754569514,0.2946572258653833,0.25482213418507127,0.21498704250475933,0.1751519508244474,0.13531685914413547,0.09548176746382353,0.08153153926060973,0.09346617453449407,0.10540080980837845,0.11733544508226283,0.1292700803561472,0.14120471563003156,0.15313935090391595,0.1650739861778003,0.17700862145168467,0.18894325672556903,0.2008778919994534,0.21281252727333777,0.22526143479231509,0.23925315904657113,0.25324488330082723,0.26723660755508327,0.2812283318093393,0.29522005606359536,0.30921178031785146,0.32320350457210756,0.3371952288263636,0.35118695308061965,0.36517867733487575,0.37917040158913173,0.39316212584338783
0.7902239917811693,0.7728087400638846,0.7553934883465998,0.737978236629315,0.7205629849120304,0.7031477331947456,0.6857324814774608,0.6683172297601762,0.6509019780428914,0.6334867263256067,0.616071474608322,0.5986562228910371,0.5812409711737524,0.5471304462876817,0.5074548303453491,0.4677792144030165,0.42810359846068385,0.3884279825183512,0.3487523665760186,0.30907675063368606,0.2694011346913534,0.22972551874902072,0.1900499028066881,0.15037428686435544,0.11069867092202285,0.09533593053030066,0.10428606568918897,0.11323620084807731,0.12218633600696564,0.13113647116585397,0.1400866063247423,0.1490367414836306,0.15798687664251895,0.1669370118014073,0.1758871469602956,0.1848372821191839,0.19378741727807225,0.2034900055007018,0.215449952914555,0.22740990032840822,0.2393698477422614,0.25132979515611453,0.2632897425699678,0.27524968998382104,0.2872096373976742,0.2991695848115274,0.3111295322253806,0.32308947963923385,0.33504942705308693,0.3470093744669402
0.8018869810365562,0.7845454644972748,0.7672039479579934,0.7498624314187119,0.7325209148794306,0.7151793983401491,0.6978378818008677,0.6804963652615863,0.6631548487223049,0.6458133321830235,0.6284718156437421,0.6111302991044606,0.5937887825651792,0.5600542275689537,0.5208553264204137,0.48165642527187347,0.44245752412333333,0.4032586229747932,0.36405972182625307,0.324860820677713,0.2856619195291728,0.24646301838063264,0.20726411723209248,0.16806521608355238,0.12886631493501224,0.11144791530862173,0.11581001720438092,0.12017211910014014,0.12453422099589934,0.12889632289165853,0.13325842478741773,0.13762052668317692,0.14198262857893612,0.14634473047469534,0.1507068323704545,0.15506893426621368,0.1594310361619729,0.1650899252231864,0.17463917578076285,0.1841884263383393,0.19373767689591573,0.20328692745349217,0.21283617801106863,0.22238542856864507,0.2319346791262215,0.24148392968379792,0.2510331802413744,0.2605824307989509,0.27013168135652726,0.2796809319141037
0.8135499702919432,0.796282188930665,0.779014407569387,0.761746626208109,0.7444788448468309,0.7272110634855526,0.7099432821242746,0.6926755007629966,0.6754077194017185,0.6581399380404404,0.6408721566791622,0.6236043753178842,0.6063365939566061,0.5729780088502259,0.5342558224954782,0.49553363614073054,0.45681144978598287,0.4180892634312352,0.37936707707648765,0.34064489072174,0.3019227043669923,0.26320051801224464,0.22447833165749698,0.18575614530274936,0.14703395894800173,0.1275599000869429,0.12733396871957295,0.127108037352203,0.12688210598483302,0.1266561746174631,0.1264302432500931,0.12620431188272316,0.1259783805153532,0.12575244914798325,0.12552651778061324,0.12530058641324332,0.12507465504587334,0.12668984494567082,0.13382839864697044,0.1409669523482701,0.1481055060495698,0.15524405975086944,0.16238261345216914,0.1695211671534688,0.17665972085476844,0.18379827455606812,0.19093682825736777,0.19807538195866747,0.2052139356599671,0.21235248936126677
0.8252129595473301,0.8080189133640553,0.7908248671807807,0.7736308209975058,0.756436774814231,0.7392427286309562,0.7220486824476815,0.7048546362644067,0.6876605900811319,0.6704665438978571,0.6532724977145823,0.6360784515313076,0.6188844053480328,0.5859017901314978,0.5476563185705426,0.5094108470095875,0.4711653754486323,0.4329199038876771,0.394674432326722,0.3564289607657669,0.3181834892048117,0.27993801764385656,0.24169254608290142,0.20344707452194627,0.16520160296099112,0.14367188486526397,0.1388579202347649,0.1340439556042658,0.12922999097376672,0.12441602634326765,0.11960206171276853,0.11478809708226945,0.10997413245177036,0.10516016782127127,0.10034620319077217,0.0955322385602731,0.090718273929774,0.08828976466815541,0.09301762151317831,0.09774547835820122,0.10247333520322413,0.10720119204824702,0.11192904889326995,0.11665690573829285,0.12138476258331574,0.12611261942833865,0.13084047627336154,0.13556833311838445,0.14029618996340737,0.14502404680843026
0.8368759488027171,0.8197556377974455,0.8026353267921742,0.7855150157869027,0.7683947047816312,0.7512743937763597,0.7341540827710883,0.7170337717658168,0.6999134607605454,0.6827931497552739,0.6656728387500024,0.648552527744731,0.6314322167394596,0.5988255714127697,0.5610568146456071,0.5232880578784445,0.4855193011112818,0.4477505443441191,0.40998178757695647,0.37221303080979384,0.3344442740426311,0.2966755172754685,0.2589067605083058,0.22113800374114317,0.18336924697398052,0.15978386964358504,0.15038187174995685,0.14097987385632862,0.1315778759627004,0.12217587806907221,0.11277388017544397,0.10337188228181576,0.09396988438818753,0.08456788649455932,0.0751658886009311,0.06576389070730289,0.05636189281367466,0.04988968439064004,0.05220684437938618,0.054524004368132324,0.05684116435687847,0.05915832434562461,0.061475484334370764,0.0637926443231169,0.06610980431186304,0.0684269643006092,0.07074412428935534,0.07306128427810148,0.07537844426684763,0.07769560425559377
