Iup5,Idn5,Iup10,Idn10
-2.6174602361413085e-6,7.258270363485382e-6,-1.909720865722734e-6,5.409137226360265e-6
-7.79466407487901e-6,7.87486553887443e-6,6.056767208502948e-6,4.048155116480604e-7
-2.6626080772426043e-6,8.967433232156894e-6,-3.268576640573028e-7,1.1896481060837747e-5
1.4663203486682077e-6,1.1557292650492105e-5,-6.729934800006164e-6,-1.4782187274757684e-6
-8.649535148238907e-6,-2.7297578516932903e-6,-9.55410922190085e-7,8.40623642373553e-6
-6.838724768803332e-6,6.983357533927739e-6,1.3538051620896669e-6,4.757794704409087e-6
1.9321265094736354e-6,-1.234162281443239e-6,-4.17050369121409e-6,3.566012030714517e-6
-2.158643000282109e-6,5.287327931278199e-6,-4.680836593963919e-7,1.0580615036370129e-5
-4.02906360825313e-6,2.6315734932648526e-6,1.054824740202375e-6,8.795512305049531e-6
-4.785699955583076e-6,6.723742379844776e-6,2.990996029332843e-6,3.656525405457784e-6
-6.297415122795462e-6,-2.682221913902172e-6,-1.3583317654729139e-6,8.363318184410732e-6
-3.460927715925876e-6,5.553816956690907e-6,-4.7725879342792315e-6,8.728923196734866e-6
3.8955998131964026e-7,8.206194942691137e-6,4.196384537450554e-6,5.193796834447669e-6
-6.906738873168519e-8,2.5477255121311956e-6,2.2785959849552214e-6,4.396664996258458e-6
-3.4658638218835457e-6,4.476585013306462e-6,-2.8199509557287475e-6,2.7179331104406556e-6
-4.332730505596987e-6,8.348410164204691e-6,-2.579622765330516e-6,4.248072875901497e-6
-5.883070534846229e-7,9.001533293269905e-7,-6.881301249673957e-6,4.135079693291229e-6
2.933245776882213e-6,2.448956488528623e-6,-4.584445723145925e-6,-1.1377068056196852e-6
-2.7410126917370102e-6,3.2447143463441166e-6,-3.255872947207141e-6,-5.449758970387135e-6
1.4701554759684419e-6,-1.4148856506842322e-6,3.1336663009623572e-6,7.180999009898838e-6
-2.44311082915256e-6,4.382584244161222e-6,3.99117117255673e-6,4.3583619441082284e-6
-5.722170877397283e-6,7.702859349361612e-6,-5.52338550803308e-7,3.153479684054456e-8
2.2652244500020866e-7,2.561520807315153e-6,-4.524164372142069e-6,-2.857289023770861e-6
-5.1050785067460135e-6,4.803165402401034e-6,1.9528294569118745e-6,-4.605531480557543e-6
2.899925188325304e-6,7.953056248018142e-6,-1.5935137925098202e-6,2.2211722814417825e-6
1.8468667975805674e-6,3.224976058976348e-6,-5.6810874202303695e-6,4.974027192211928e-6
0.0,-0.0,0.0,-0.0
