alpha,nu,phi_k,muxi,sigmaxi,a,wss,els
0.25,0.6,2.4,0.24375000000000002,0.27207631435561114,0.001,1.487422170322924,4.604283555095635
0.25,0.6,2.4,0.24375000000000002,0.2814582562299426,0.001,1.4889321610039388,4.6146257231165775
0.25,0.6,2.4,0.24375000000000002,0.290840198104274,0.001,1.4903752222496423,4.555851704193413
0.25,0.6,2.4,0.24375000000000002,0.3002221399786054,0.001,1.4917331916762897,4.536511968298658
0.25,0.6,2.4,0.24375000000000002,0.30960408185293686,0.001,1.4929770109808402,4.6132919364242495
0.25,0.6,2.4,0.24375000000000002,0.31898602372726825,0.001,1.4940888850781469,4.7811899735354295
0.25,0.6,2.4,0.24375000000000002,0.3283679656015997,0.001,1.4951253126501003,4.802631373156253
0.25,0.6,2.4,0.24375000000000002,0.3377499074759311,0.001,1.4960980604360432,4.863314423483135
0.25,0.6,2.4,0.24375000000000002,0.34713184935026253,0.001,1.4970079122362854,4.998478886527506
0.25,0.6,2.4,0.24375000000000002,0.3565137912245939,0.001,1.4978731057773644,5.08726655309079
0.25,0.6,2.4,0.24375000000000002,0.36589573309892537,0.001,1.4986694697044483,5.201849288321532
0.25,0.6,2.4,0.24375000000000002,0.37527767497325676,0.001,1.499419426436066,5.182763478895554
0.25,0.6,2.4,0.26,0.00938194187433142,0.001,1.4101313330457361,78.42471343831939
0.25,0.6,2.4,0.26,0.01876388374866284,0.001,1.4113750820829707,39.19441193416712
0.25,0.6,2.4,0.26,0.02814582562299426,0.001,1.411590716781789,29.05679572647869
0.25,0.6,2.4,0.26,0.03752776749732568,0.001,1.411607947259603,22.885516635835437
0.25,0.6,2.4,0.26,0.046909709371657095,0.001,1.4115619732311486,18.397951858473757
0.25,0.6,2.4,0.26,0.05629165124598852,0.001,1.4111827332365963,15.333082977521467
0.25,0.6,2.4,0.26,0.06567359312031994,0.001,1.4105052155595377,13.216549431472494
0.25,0.6,2.4,0.26,0.07505553499465135,0.001,1.4094468883095443,11.650068055176693
0.25,0.6,2.4,0.26,0.08443747686898277,0.001,1.41078145278663,10.425950514430568
0.25,0.6,2.4,0.26,0.09381941874331419,0.001,1.413909495379214,9.331574697066493
0.25,0.6,2.4,0.26,0.10320136061764561,0.001,1.4179943533800128,8.634953910482205
0.25,0.6,2.4,0.26,0.11258330249197704,0.001,1.422303045374945,7.693172158610667
0.25,0.6,2.4,0.26,0.12196524436630846,0.001,1.4261209551774146,7.422673197530602
0.25,0.6,2.4,0.26,0.13134718624063987,0.001,1.4297091485859295,6.765329402734976
0.25,0.6,2.4,0.26,0.1407291281149713,0.001,1.4365875484926387,6.286630803824225
0.25,0.6,2.4,0.26,0.1501110699893027,0.001,1.4435747855109022,5.621849229715844
0.25,0.6,2.4,0.26,0.15949301186363413,0.001,1.448208954243325,5.5594746443183505
0.25,0.6,2.4,0.26,0.16887495373796554,0.001,1.4521970736799392,5.2624282542947105
0.25,0.6,2.4,0.26,0.17825689561229696,0.001,1.4559514652601462,4.934737736485302
0.25,0.6,2.4,0.26,0.18763883748662838,0.001,1.4594339096376954,4.7327393347823765
0.25,0.6,2.4,0.26,0.1970207793609598,0.001,1.4627052323887657,4.661892883275311
0.25,0.6,2.4,0.26,0.20640272123529121,0.001,1.4657950834298166,4.372851105275094
0.25,0.6,2.4,0.26,0.21578466310962263,0.001,1.468663799672126,4.401240416976856
0.25,0.6,2.4,0.26,0.22516660498395408,0.001,1.4713430208013312,4.47310448312244
0.25,0.6,2.4,0.26,0.2345485468582855,0.001,1.4738560425931235,4.3699607376990555
0.25,0.6,2.4,0.26,0.2439304887326169,0.001,1.4762084905373027,4.3792204448572525
0.25,0.6,2.4,0.26,0.2533124306069483,0.001,1.478339350715956,4.449653035155883
0.25,0.6,2.4,0.26,0.26269437248127975,0.001,1.4803671028954535,4.309704599698171
0.25,0.6,2.4,0.26,0.27207631435561114,0.001,1.4823092124342172,4.171564363080537
0.25,0.6,2.4,0.26,0.2814582562299426,0.001,1.4841525935714355,4.128594030393282
0.25,0.6,2.4,0.26,0.290840198104274,0.001,1.485800912680472,4.255724060373311
0.25,0.6,2.4,0.26,0.3002221399786054,0.001,1.4872864163841018,4.452587362787991
0.25,0.6,2.4,0.26,0.30960408185293686,0.001,1.4886987653652415,4.470699133462688
0.25,0.6,2.4,0.26,0.31898602372726825,0.001,1.4900463474037848,4.433284892675185
0.25,0.6,2.4,0.26,0.3283679656015997,0.001,1.491320747875511,4.4214794441946506
0.25,0.6,2.4,0.26,0.3377499074759311,0.001,1.4924874044630336,4.485947092610848
0.25,0.6,2.4,0.26,0.34713184935026253,0.001,1.4935447646050506,4.630730419765459
0.25,0.6,2.4,0.26,0.3565137912245939,0.001,1.494526770407041,4.707362072246155
0.25,0.6,2.4,0.26,0.36589573309892537,0.001,1.4954546161426554,4.7117955763625785
0.25,0.6,2.4,0.26,0.37527767497325676,0.001,1.496327054352005,4.731670676885051
0.25,0.6,2.4,0.27625,0.00938194187433142,0.001,1.4064853566351894,77.00729154420536
0.25,0.6,2.4,0.27625,0.01876388374866284,0.001,1.4074904025071733,41.55394030892017
0.25,0.6,2.4,0.27625,0.02814582562299426,0.001,1.4079565274011574,29.219903565875132
0.25,0.6,2.4,0.27625,0.03752776749732568,0.001,1.4080044648797312,23.374711683218102
0.25,0.6,2.4,0.27625,0.046909709371657095,0.001,1.4079705399069442,18.780056298373594
0.25,0.6,2.4,0.27625,0.05629165124598852,0.001,1.4076586710557901,15.662054683279907
0.25,0.6,2.4,0.27625,0.06567359312031994,0.001,1.4069548265143461,13.588878375857657
0.25,0.6,2.4,0.27625,0.07505553499465135,0.001,1.40592174463262,11.85083252650542
0.25,0.6,2.4,0.27625,0.08443747686898277,0.001,1.4052668734667955,10.629794561152545
0.25,0.6,2.4,0.27625,0.09381941874331419,0.001,1.4069510083305854,9.607466770543473
0.25,0.6,2.4,0.27625,0.10320136061764561,0.001,1.4100554904246019,8.74262719596124
0.25,0.6,2.4,0.27625,0.11258330249197704,0.001,1.41403827890332,7.976475587918507
0.25,0.6,2.4,0.27625,0.12196524436630846,0.001,1.4181885930834677,7.407566834180862
0.25,0.6,2.4,0.27625,0.13134718624063987,0.001,1.4220602969254557,6.708137529006932
0.25,0.6,2.4,0.27625,0.1407291281149713,0.001,1.425671461871435,6.497100866731115
0.25,0.6,2.4,0.27625,0.1501110699893027,0.001,1.4315011957994093,5.965998316618247
0.25,0.6,2.4,0.27625,0.15949301186363413,0.001,1.4390805770844766,5.46475843557556
0.25,0.6,2.4,0.27625,0.16887495373796554,0.001,1.4438933544940213,5.0731199531639275
0.25,0.6,2.4,0.27625,0.17825689561229696,0.001,1.4480059640729372,5.261211746057471
0.25,0.6,2.4,0.27625,0.18763883748662838,0.001,1.4517312478365378,4.834467237210715
0.25,0.6,2.4,0.27625,0.1970207793609598,0.001,1.455287045741726,4.593184670238405
0.25,0.6,2.4,0.27625,0.20640272123529121,0.001,1.4585954246021224,4.428777061083605
0.25,0.6,2.4,0.27625,0.21578466310962263,0.001,1.4617258113264278,4.390962011130466
0.25,0.6,2.4,0.27625,0.22516660498395408,0.001,1.4646849164317677,4.173862858232491
0.25,0.6,2.4,0.27625,0.2345485468582855,0.001,1.4674635911321112,4.078694426580759
0.25,0.6,2.4,0.27625,0.2439304887326169,0.001,1.4700509126954726,4.286498520832651
0.25,0.6,2.4,0.27625,0.2533124306069483,0.001,1.4724820783958346,4.202267713353854
0.25,0.6,2.4,0.27625,0.26269437248127975,0.001,1.474788215805341,4.142470301904567
0.25,0.6,2.4,0.27625,0.27207631435561114,0.001,1.4768763554107203,4.292474904828446
0.25,0.6,2.4,0.27625,0.2814582562299426,0.001,1.478842159239973,4.2314065872280775
0.25,0.6,2.4,0.27625,0.290840198104274,0.001,1.4807319018163558,4.0900394305007515
0.25,0.6,2.4,0.27625,0.3002221399786054,0.001,1.4825385676821405,4.015407227255366
0.25,0.6,2.4,0.27625,0.30960408185293686,0.001,1.4842250472137533,4.0603643652478025
0.25,0.6,2.4,0.27625,0.31898602372726825,0.001,1.4857402811620977,4.130330523208063
0.25,0.6,2.4,0.27625,0.3283679656015997,0.001,1.487126838957757,4.317921110315635
0.25,0.6,2.4,0.27625,0.3377499074759311,0.001,1.4884548650954268,4.353701180235721
0.25,0.6,2.4,0.27625,0.34713184935026253,0.001,1.4897199397436887,4.330670194602302
0.25,0.6,2.4,0.27625,0.3565137912245939,0.001,1.490921912694539,4.325218881247326
0.25,0.6,2.4,0.27625,0.36589573309892537,0.001,1.4920226322727055,4.375855933553608
0.25,0.6,2.4,0.27625,0.37527767497325676,0.001,1.493034115914433,4.4929725851828355
0.25,0.6,2.4,0.2925,0.00938194187433142,0.001,1.4027363945578115,78.30123328123325
0.25,0.6,2.4,0.2925,0.01876388374866284,0.001,1.403612875136257,44.021714744355
0.25,0.6,2.4,0.2925,0.02814582562299426,0.001,1.4042204683462334,29.998966002784215
0.25,0.6,2.4,0.2925,0.03752776749732568,0.001,1.4043414819353217,23.80861993936722
0.25,0.6,2.4,0.2925,0.046909709371657095,0.001,1.4043070808609275,19.158853090724758
0.25,0.6,2.4,0.2925,0.05629165124598852,0.001,1.4040288510549304,15.996359275478413
0.25,0.6,2.4,0.2925,0.06567359312031994,0.001,1.4032654563748157,13.79693167703881
0.25,0.6,2.4,0.2925,0.07505553499465135,0.001,1.4023841411839644,12.038713826308431
0.25,0.6,2.4,0.2925,0.08443747686898277,0.001,1.4015086890230155,10.77956007360595
0.25,0.6,2.4,0.2925,0.09381941874331419,0.001,1.4013365387476537,9.80511554186258
0.25,0.6,2.4,0.2925,0.10320136061764561,0.001,1.4032587783477926,8.938206147350606
0.25,0.6,2.4,0.2925,0.11258330249197704,0.001,1.4063595738570285,8.161017865015053
0.25,0.6,2.4,0.2925,0.12196524436630846,0.001,1.4101924736568017,7.58820971564904
0.25,0.6,2.4,0.2925,0.13134718624063987,0.001,1.4142813031172876,6.953381184359351
0.25,0.6,2.4,0.2925,0.1407291281149713,0.001,1.4180974055092708,6.446684312854685
0.25,0.6,2.4,0.2925,0.1501110699893027,0.001,1.421765556114089,6.267468198011108
0.25,0.6,2.4,0.2925,0.15949301186363413,0.001,1.426666271197529,5.78946469819783
0.25,0.6,2.4,0.2925,0.16887495373796554,0.001,1.4346861468778076,5.470216501261522
0.25,0.6,2.4,0.2925,0.17825689561229696,0.001,1.4396503764623907,4.95065909478936
0.25,0.6,2.4,0.2925,0.18763883748662838,0.001,1.4439137101619588,4.639401483445263
0.25,0.6,2.4,0.2925,0.1970207793609598,0.001,1.4476595349604635,4.902771939762703
0.25,0.6,2.4,0.2925,0.20640272123529121,0.001,1.4512083511924714,4.506500363694
0.25,0.6,2.4,0.2925,0.21578466310962263,0.001,1.4545932253000782,4.323853005019058
0.25,0.6,2.4,0.2925,0.22516660498395408,0.001,1.4577566232933186,4.182289534216348
0.25,0.6,2.4,0.2925,0.2345485468582855,0.001,1.4607649479801084,4.15411285704309
0.25,0.6,2.4,0.2925,0.2439304887326169,0.001,1.4636063505401036,4.0113386970935405
0.25,0.6,2.4,0.2925,0.2533124306069483,0.001,1.466290762488593,3.9074458640452736
0.25,0.6,2.4,0.2925,0.26269437248127975,0.001,1.4688129712918603,4.003866173988038
0.25,0.6,2.4,0.2925,0.27207631435561114,0.001,1.4711715466088946,4.055720812094482
0.25,0.6,2.4,0.2925,0.2814582562299426,0.001,1.473420466305026,3.983792215578508
0.25,0.6,2.4,0.2925,0.290840198104274,0.001,1.4754915983607335,4.082112980992079
0.25,0.6,2.4,0.2925,0.3002221399786054,0.001,1.4774090800844228,4.140310423170035
0.25,0.6,2.4,0.2925,0.30960408185293686,0.001,1.4792406787903734,4.058451609038823
0.25,0.6,2.4,0.2925,0.31898602372726825,0.001,1.4810101757642709,3.9191939423273223
0.25,0.6,2.4,0.2925,0.3283679656015997,0.001,1.4826970664853663,3.890805056753583
0.25,0.6,2.4,0.2925,0.3377499074759311,0.001,1.4842383008974513,4.014703594592745
0.25,0.6,2.4,0.2925,0.34713184935026253,0.001,1.4856479885781535,4.03539123896449
0.25,0.6,2.4,0.2925,0.3565137912245939,0.001,1.4869524378932268,4.203531510499701
0.25,0.6,2.4,0.2925,0.36589573309892537,0.001,1.488206469710559,4.257084686146518
0.25,0.6,2.4,0.2925,0.37527767497325676,0.001,1.489399632494288,4.244176164694598
0.25,0.6,2.4,0.30875,0.00938194187433142,0.001,1.3989704209735925,81.29749157380228
0.25,0.6,2.4,0.30875,0.01876388374866284,0.001,1.39976621592954,45.9922328550702
0.25,0.6,2.4,0.30875,0.02814582562299426,0.001,1.4003979726489733,30.78849599271729
0.25,0.6,2.4,0.30875,0.03752776749732568,0.001,1.4006022187785407,23.568987184057903
0.25,0.6,2.4,0.30875,0.046909709371657095,0.001,1.4005535872558472,19.58308570228448
0.25,0.6,2.4,0.30875,0.05629165124598852,0.001,1.4002643482705868,16.388365991378468
0.25,0.6,2.4,0.30875,0.06567359312031994,0.001,1.3995032607999778,14.136427310939414
0.25,0.6,2.4,0.30875,0.07505553499465135,0.001,1.3987678407579622,12.351391526694698
0.25,0.6,2.4,0.30875,0.08443747686898277,0.001,1.3980389130173994,10.98696998863231
0.25,0.6,2.4,0.30875,0.09381941874331419,0.001,1.397306104408506,9.914111122475298
0.25,0.6,2.4,0.30875,0.10320136061764561,0.001,1.397612422014123,9.181020695475716
0.25,0.6,2.4,0.30875,0.11258330249197704,0.001,1.3996880417372386,8.391827824361922
0.25,0.6,2.4,0.30875,0.12196524436630846,0.001,1.4027615556562676,7.724140703456081
0.25,0.6,2.4,0.30875,0.13134718624063987,0.001,1.4064955585477852,7.164060636780241
0.25,0.6,2.4,0.30875,0.1407291281149713,0.001,1.410478653934798,6.627368084628639
0.25,0.6,2.4,0.30875,0.1501110699893027,0.001,1.414291560393183,6.284808509161237
0.25,0.6,2.4,0.30875,0.15949301186363413,0.001,1.4179887223574175,5.909360244371518
0.25,0.6,2.4,0.30875,0.16887495373796554,0.001,1.4222705916839142,5.632803389707087
0.25,0.6,2.4,0.30875,0.17825689561229696,0.001,1.430457093153888,5.168851683685073
0.25,0.6,2.4,0.30875,0.18763883748662838,0.001,1.4355159234986885,4.838322574838245
0.25,0.6,2.4,0.30875,0.1970207793609598,0.001,1.4397971855196605,4.644923967999336
0.25,0.6,2.4,0.30875,0.20640272123529121,0.001,1.44373340347414,4.3261385247449775
0.25,0.6,2.4,0.30875,0.21578466310962263,0.001,1.4472505452366953,4.583404155746668
0.25,0.6,2.4,0.30875,0.22516660498395408,0.001,1.4506512438055463,4.235113563688608
0.25,0.6,2.4,0.30875,0.2345485468582855,0.001,1.453886434065386,4.103489698709911
0.25,0.6,2.4,0.30875,0.2439304887326169,0.001,1.4569234852611683,3.974590909544553
0.25,0.6,2.4,0.30875,0.2533124306069483,0.001,1.4598251403045728,3.9439871067002037
0.25,0.6,2.4,0.30875,0.26269437248127975,0.001,1.4625601087204472,3.8769491421987676
0.25,0.6,2.4,0.30875,0.27207631435561114,0.001,1.4651625745619654,3.7585172924138766
0.25,0.6,2.4,0.30875,0.2814582562299426,0.001,1.4676261718593677,3.7193846433046995
0.25,0.6,2.4,0.30875,0.290840198104274,0.001,1.4699202181605355,3.926708302734568
0.25,0.6,2.4,0.30875,0.3002221399786054,0.001,1.4721086314875513,3.864752710290852
0.25,0.6,2.4,0.30875,0.30960408185293686,0.001,1.4741711180929014,3.9032046616579352
0.25,0.6,2.4,0.30875,0.31898602372726825,0.001,1.4760548845718529,4.010309018906484
0.25,0.6,2.4,0.30875,0.3283679656015997,0.001,1.4778384205854718,3.9800633960569605
0.25,0.6,2.4,0.30875,0.3377499074759311,0.001,1.4795618146051517,3.900030470287594
0.25,0.6,2.4,0.30875,0.34713184935026253,0.001,1.4812214050399883,3.803541905545038
0.25,0.6,2.4,0.30875,0.3565137912245939,0.001,1.4828000553889973,3.796270491315655
0.25,0.6,2.4,0.30875,0.36589573309892537,0.001,1.484209894702501,3.933821006920344
0.25,0.6,2.4,0.30875,0.37527767497325676,0.001,1.4855361611183187,3.9564452155824803
0.25,0.6,2.4,0.325,0.00938194187433142,0.001,1.395524287592642,77.6008376890426
0.25,0.6,2.4,0.325,0.01876388374866284,0.001,1.3959676862554908,46.641529720212965
0.25,0.6,2.4,0.325,0.02814582562299426,0.001,1.3965447460998397,31.486321295020186
0.25,0.6,2.4,0.325,0.03752776749732568,0.001,1.3967857343867356,23.60100319599216
0.25,0.6,2.4,0.325,0.046909709371657095,0.001,1.3967286849523406,19.980407220572985
0.25,0.6,2.4,0.325,0.05629165124598852,0.001,1.3963201628477442,16.730475733842855
0.25,0.6,2.4,0.325,0.06567359312031994,0.001,1.3956880608155793,14.411077987314025
0.25,0.6,2.4,0.325,0.07505553499465135,0.001,1.3950911944471396,12.583878897988946
0.25,0.6,2.4,0.325,0.08443747686898277,0.001,1.3945019154744565,11.18373760699007
0.25,0.6,2.4,0.325,0.09381941874331419,0.001,1.3939061041143719,10.057148661929597
0.25,0.6,2.4,0.325,0.10320136061764561,0.001,1.3933055290302978,9.116513337099367
0.25,0.6,2.4,0.325,0.11258330249197704,0.001,1.3940748719497025,8.561402242991461
0.25,0.6,2.4,0.325,0.12196524436630846,0.001,1.3962549512925235,7.973739080547051
0.25,0.6,2.4,0.325,0.13134718624063987,0.001,1.3992877224493303,7.340074150687591
0.25,0.6,2.4,0.325,0.1407291281149713,0.001,1.4029110147494648,6.840269852706306
0.25,0.6,2.4,0.325,0.1501110699893027,0.001,1.4068061525012034,6.3508393936306025
0.25,0.6,2.4,0.325,0.15949301186363413,0.001,1.4106258828642493,5.9366595987412225
0.25,0.6,2.4,0.325,0.16887495373796554,0.001,1.4143223223824968,5.667534396301183
0.25,0.6,2.4,0.325,0.17825689561229696,0.001,1.4185156792130678,5.473870313136239
0.25,0.6,2.4,0.325,0.18763883748662838,0.001,1.4262446459475668,5.05676383867127
0.25,0.6,2.4,0.325,0.1970207793609598,0.001,1.4314894475762832,4.889046551077958
0.25,0.6,2.4,0.325,0.20640272123529121,0.001,1.435819452947137,4.4624073998686296
0.25,0.6,2.4,0.325,0.21578466310962263,0.001,1.4398000330283576,4.215646940735619
0.25,0.6,2.4,0.325,0.22516660498395408,0.001,1.4434616996778127,4.093053993234071
0.25,0.6,2.4,0.325,0.2345485468582855,0.001,1.4468073806098354,4.290133636741752
0.25,0.6,2.4,0.325,0.2439304887326169,0.001,1.45007325224764,4.006952712751331
0.25,0.6,2.4,0.325,0.2533124306069483,0.001,1.4531738150228721,3.910656199677504
0.25,0.6,2.4,0.325,0.26269437248127975,0.001,1.4561006135082344,3.796530120022449
0.25,0.6,2.4,0.325,0.27207631435561114,0.001,1.4589080672800403,3.7562234031598183
0.25,0.6,2.4,0.325,0.2814582562299426,0.001,1.4615498519274543,3.7472902083636828
0.25,0.6,2.4,0.325,0.290840198104274,0.001,1.464077462469224,3.6281562125997824
0.25,0.6,2.4,0.325,0.3002221399786054,0.001,1.4664773831684854,3.528802869679785
0.25,0.6,2.4,0.325,0.30960408185293686,0.001,1.4687245084230711,3.7555378679852707
0.25,0.6,2.4,0.325,0.31898602372726825,0.001,1.4708573479256672,3.758483840381439
0.25,0.6,2.4,0.325,0.3283679656015997,0.001,1.4728966417403198,3.738163006909233
0.25,0.6,2.4,0.325,0.3377499074759311,0.001,1.4747641594468046,3.845218648061651
0.25,0.6,2.4,0.325,0.34713184935026253,0.001,1.476510443053177,3.9105183172781124
0.25,0.6,2.4,0.325,0.3565137912245939,0.001,1.478190133610701,3.867257716460959
0.25,0.6,2.4,0.325,0.36589573309892537,0.001,1.4798177579026972,3.7725098319326356
0.25,0.6,2.4,0.325,0.37527767497325676,0.001,1.4813774471248367,3.7121716541190284
0.25,0.6,2.4,0.34125,0.00938194187433142,0.001,1.3918025703180972,76.74476707875603
0.25,0.6,2.4,0.34125,0.01876388374866284,0.001,1.3921992551388747,46.68315655352243
0.25,0.6,2.4,0.34125,0.02814582562299426,0.001,1.392628777408766,32.16701558564799
0.25,0.6,2.4,0.34125,0.03752776749732568,0.001,1.3928899895692004,24.15701403076315
0.25,0.6,2.4,0.34125,0.046909709371657095,0.001,1.392825188792762,20.39711367391355
0.25,0.6,2.4,0.34125,0.05629165124598852,0.001,1.3923261230981785,17.072053744631585
0.25,0.6,2.4,0.34125,0.06567359312031994,0.001,1.3918114361643004,14.71566548669879
0.25,0.6,2.4,0.34125,0.07505553499465135,0.001,1.3913399047396038,12.856318566416052
0.25,0.6,2.4,0.34125,0.08443747686898277,0.001,1.3908801411646006,11.427610700249721
0.25,0.6,2.4,0.34125,0.09381941874331419,0.001,1.3904126243730222,10.281244764780563
0.25,0.6,2.4,0.34125,0.10320136061764561,0.001,1.3899365566884625,9.318472499518275
0.25,0.6,2.4,0.34125,0.11258330249197704,0.001,1.389499715809459,8.60329824912222
0.25,0.6,2.4,0.34125,0.12196524436630846,0.001,1.3906521923124222,7.990601048562914
0.25,0.6,2.4,0.34125,0.13134718624063987,0.001,1.3929268040031562,7.520087447363828
0.25,0.6,2.4,0.34125,0.1407291281149713,0.001,1.3959272533521394,7.039194553931948
0.25,0.6,2.4,0.34125,0.1501110699893027,0.001,1.3994528028783073,6.561245242458109
0.25,0.6,2.4,0.34125,0.15949301186363413,0.001,1.4032532907402278,6.106171853438587
0.25,0.6,2.4,0.34125,0.16887495373796554,0.001,1.4070364847738561,5.713589224687636
0.25,0.6,2.4,0.34125,0.17825689561229696,0.001,1.4107912587746674,5.35722498008579
0.25,0.6,2.4,0.34125,0.18763883748662838,0.001,1.4149118201154396,5.327289906753627
0.25,0.6,2.4,0.34125,0.1970207793609598,0.001,1.4221392186714514,4.956532141427799
0.25,0.6,2.4,0.34125,0.20640272123529121,0.001,1.4275999845098997,4.627372637768402
0.25,0.6,2.4,0.34125,0.21578466310962263,0.001,1.4319429684340157,4.421288506119812
0.25,0.6,2.4,0.34125,0.22516660498395408,0.001,1.435951272998465,4.146066151954149
0.25,0.6,2.4,0.34125,0.2345485468582855,0.001,1.4396616882981839,3.9451767320096005
0.25,0.6,2.4,0.34125,0.2439304887326169,0.001,1.443117697500987,3.988539269252534
0.25,0.6,2.4,0.34125,0.2533124306069483,0.001,1.4463388793560028,4.03348458074695
0.25,0.6,2.4,0.34125,0.26269437248127975,0.001,1.449481520224854,3.8136075828776725
0.25,0.6,2.4,0.34125,0.27207631435561114,0.001,1.4524618030049536,3.748934212497283
0.25,0.6,2.4,0.34125,0.2814582562299426,0.001,1.4552913412524153,3.6420234773731948
0.25,0.6,2.4,0.34125,0.290840198104274,0.001,1.4580151276903517,3.5870646349918127
0.25,0.6,2.4,0.34125,0.3002221399786054,0.001,1.4605757650897666,3.618256298002915
0.25,0.6,2.4,0.34125,0.30960408185293686,0.001,1.463033529327072,3.524682647502205
0.25,0.6,2.4,0.34125,0.31898602372726825,0.001,1.465364188259887,3.4249310586170028
0.25,0.6,2.4,0.34125,0.3283679656015997,0.001,1.4675807940336563,3.5188368760705364
0.25,0.6,2.4,0.34125,0.3377499074759311,0.001,1.4696620557755167,3.6630082711232537
0.25,0.6,2.4,0.34125,0.34713184935026253,0.001,1.471664992915698,3.622906364849908
0.25,0.6,2.4,0.34125,0.3565137912245939,0.001,1.4735261598990983,3.709046507976139
0.25,0.6,2.4,0.34125,0.36589573309892537,0.001,1.4752489677296796,3.8048001806031286
0.25,0.6,2.4,0.34125,0.37527767497325676,0.001,1.476894686262188,3.79323921374664
0.25,0.6,2.4,0.35750000000000004,0.00938194187433142,0.001,1.3879279171566847,80.57484374849993
0.25,0.6,2.4,0.35750000000000004,0.01876388374866284,0.001,1.3883891716578323,47.59742639128478
0.25,0.6,2.4,0.35750000000000004,0.02814582562299426,0.001,1.3886895715175103,32.83071926432103
0.25,0.6,2.4,0.35750000000000004,0.03752776749732568,0.001,1.3889381745578948,24.707595693250276
0.25,0.6,2.4,0.35750000000000004,0.046909709371657095,0.001,1.3888219445738041,20.574081602910255
0.25,0.6,2.4,0.35750000000000004,0.05629165124598852,0.001,1.3882943746064604,17.442830865445824
0.25,0.6,2.4,0.35750000000000004,0.06567359312031994,0.001,1.3878900239173777,15.04787236104059
0.25,0.6,2.4,0.35750000000000004,0.07505553499465135,0.001,1.3875367138688501,13.155265441842047
0.25,0.6,2.4,0.35750000000000004,0.08443747686898277,0.001,1.3871999854674837,11.69796483724014
0.25,0.6,2.4,0.35750000000000004,0.09381941874331419,0.001,1.3868567699117715,10.533136016332458
0.25,0.6,2.4,0.35750000000000004,0.10320136061764561,0.001,1.3865028341607362,9.547886690798075
0.25,0.6,2.4,0.35750000000000004,0.11258330249197704,0.001,1.3861327204175404,8.756723058874675
0.25,0.6,2.4,0.35750000000000004,0.12196524436630846,0.001,1.3859627675342467,8.139117851337177
0.25,0.6,2.4,0.35750000000000004,0.13134718624063987,0.001,1.387352443713,7.608300395070269
0.25,0.6,2.4,0.35750000000000004,0.1407291281149713,0.001,1.3896901327271185,7.088038047575661
0.25,0.6,2.4,0.35750000000000004,0.1501110699893027,0.001,1.3926681699031362,6.702995120120719
0.25,0.6,2.4,0.35750000000000004,0.15949301186363413,0.001,1.396110668918594,6.354985180197463
0.25,0.6,2.4,0.35750000000000004,0.16887495373796554,0.001,1.3998118738366065,5.884587156825409
0.25,0.6,2.4,0.35750000000000004,0.17825689561229696,0.001,1.4035469087425856,5.518807691776305
0.25,0.6,2.4,0.35750000000000004,0.18763883748662838,0.001,1.4073028172199693,5.186282338715052
0.25,0.6,2.4,0.35750000000000004,0.1970207793609598,0.001,1.4114435261830305,5.00477822961727
0.25,0.6,2.4,0.35750000000000004,0.20640272123529121,0.001,1.418151010095678,4.850240554690676
0.25,0.6,2.4,0.35750000000000004,0.21578466310962263,0.001,1.4237369821609196,4.547162859028605
0.25,0.6,2.4,0.35750000000000004,0.22516660498395408,0.001,1.4281856161395663,4.42163611581882
0.25,0.6,2.4,0.35750000000000004,0.2345485468582855,0.001,1.432198330139811,4.08376336562575
0.25,0.6,2.4,0.35750000000000004,0.2439304887326169,0.001,1.4359215707380533,3.887393911290974
0.25,0.6,2.4,0.35750000000000004,0.2533124306069483,0.001,1.439445111005896,3.747378633321688
0.25,0.6,2.4,0.35750000000000004,0.26269437248127975,0.001,1.4427395926424509,3.8792416864268437
0.25,0.6,2.4,0.35750000000000004,0.27207631435561114,0.001,1.4458504454103607,3.820837564563939
0.25,0.6,2.4,0.35750000000000004,0.2814582562299426,0.001,1.4488807136489723,3.6520948486806972
0.25,0.6,2.4,0.35750000000000004,0.290840198104274,0.001,1.4517566800015893,3.6073452332569707
0.25,0.6,2.4,0.35750000000000004,0.3002221399786054,0.001,1.454498371135902,3.5068156553900005
0.25,0.6,2.4,0.35750000000000004,0.30960408185293686,0.001,1.4571473203669618,3.433536552741855
0.25,0.6,2.4,0.35750000000000004,0.31898602372726825,0.001,1.4596343892437744,3.504161506026872
0.25,0.6,2.4,0.35750000000000004,0.3283679656015997,0.001,1.4620297760530574,3.4301271040002472
0.25,0.6,2.4,0.35750000000000004,0.3377499074759311,0.001,1.4642961056591983,3.3443166307899133
0.25,0.6,2.4,0.35750000000000004,0.34713184935026253,0.001,1.4664854572141872,3.304580431186809
0.25,0.6,2.4,0.35750000000000004,0.3565137912245939,0.001,1.4685185705612087,3.5540846901162575
0.25,0.6,2.4,0.35750000000000004,0.36589573309892537,0.001,1.470477856735528,3.5417356149359183
0.25,0.6,2.4,0.35750000000000004,0.37527767497325676,0.001,1.472336303586475,3.582612890474065
0.25,0.6,2.4,0.37375,0.00938194187433142,0.001,1.384021187251797,83.72528236904799
0.25,0.6,2.4,0.37375,0.01876388374866284,0.001,1.384534931257813,48.73361997830685
0.25,0.6,2.4,0.37375,0.02814582562299426,0.001,1.3847371539269668,33.50512657203747
