alpha,nu,phi_k,muxi,sigmaxi,a,wss,els
0.25,0.6,2.4,0.13,0.1501110699893027,0.001,1.5038000866479029,6.708500538005338
0.25,0.6,2.4,0.13,0.15949301186363413,0.001,1.505096717311707,6.684360084246528
0.25,0.6,2.4,0.13,0.16887495373796554,0.001,1.5062122031438585,6.66965673943187
0.25,0.6,2.4,0.13,0.17825689561229696,0.001,1.5072109154217073,6.598916779668472
0.25,0.6,2.4,0.13,0.18763883748662838,0.001,1.5080979486049269,6.573511306467991
0.25,0.6,2.4,0.13,0.1970207793609598,0.001,1.508861970678641,6.5832603407929335
0.25,0.6,2.4,0.13,0.20640272123529121,0.001,1.5095451118942804,6.590360615247405
0.25,0.6,2.4,0.13,0.21578466310962263,0.001,1.5101731736335753,6.5762995136558375
0.25,0.6,2.4,0.13,0.22516660498395408,0.001,1.510747453751192,6.553050085991904
0.25,0.6,2.4,0.13,0.2345485468582855,0.001,1.5112611330382786,6.567938869820576
0.25,0.6,2.4,0.13,0.2439304887326169,0.001,1.5117152619154233,6.632983773824555
0.25,0.6,2.4,0.13,0.2533124306069483,0.001,1.5121121625839236,6.678039969260169
0.25,0.6,2.4,0.13,0.26269437248127975,0.001,1.5124767115836808,6.694457408549854
0.25,0.6,2.4,0.13,0.27207631435561114,0.001,1.5128176580425055,6.6914312995337575
0.25,0.6,2.4,0.13,0.2814582562299426,0.001,1.5131356712109616,6.68762462911283
0.25,0.6,2.4,0.13,0.290840198104274,0.001,1.513431987267618,6.674204398651637
0.25,0.6,2.4,0.13,0.3002221399786054,0.001,1.5137087055990721,6.653345332282366
0.25,0.6,2.4,0.13,0.30960408185293686,0.001,1.5139676281003247,6.634670970766307
0.25,0.6,2.4,0.13,0.31898602372726825,0.001,1.5142102899494803,6.618214997888557
0.25,0.6,2.4,0.13,0.3283679656015997,0.001,1.5144358165011154,6.607881616687414
0.25,0.6,2.4,0.13,0.3377499074759311,0.001,1.514647588446491,6.604936372750627
0.25,0.6,2.4,0.13,0.34713184935026253,0.001,1.5148455300902268,6.608647422065434
0.25,0.6,2.4,0.13,0.3565137912245939,0.001,1.5150320531527335,6.613762408700979
0.25,0.6,2.4,0.13,0.36589573309892537,0.001,1.5152068855262635,6.6217537384196055
0.25,0.6,2.4,0.13,0.37527767497325676,0.001,1.5153695104377114,6.635436272422465
0.25,0.6,2.4,0.14625,0.00938194187433142,0.001,1.4350742510071506,62.734885449575835
0.25,0.6,2.4,0.14625,0.01876388374866284,0.001,1.4346553930865666,35.73170083206302
0.25,0.6,2.4,0.14625,0.02814582562299426,0.001,1.4398175937768876,26.042669479057405
0.25,0.6,2.4,0.14625,0.03752776749732568,0.001,1.4491671956785694,19.202909061467764
0.25,0.6,2.4,0.14625,0.046909709371657095,0.001,1.4546726283578375,15.736381108495872
0.25,0.6,2.4,0.14625,0.05629165124598852,0.001,1.4588936664608654,13.08316478263276
0.25,0.6,2.4,0.14625,0.06567359312031994,0.001,1.4689576099887909,10.729128304738582
0.25,0.6,2.4,0.14625,0.07505553499465135,0.001,1.4740205254392564,9.823118440709774
0.25,0.6,2.4,0.14625,0.08443747686898277,0.001,1.4781530327981676,8.565778996280411
0.25,0.6,2.4,0.14625,0.09381941874331419,0.001,1.482121333912651,7.833085933522512
0.25,0.6,2.4,0.14625,0.10320136061764561,0.001,1.4855986306827633,7.984026958499393
0.25,0.6,2.4,0.14625,0.11258330249197704,0.001,1.4887038417075487,7.438088192053173
0.25,0.6,2.4,0.14625,0.12196524436630846,0.001,1.4914863807940972,7.1032197228858385
0.25,0.6,2.4,0.14625,0.13134718624063987,0.001,1.4939173602117186,6.837934865571546
0.25,0.6,2.4,0.14625,0.1407291281149713,0.001,1.4960806431245002,6.687575477291001
0.25,0.6,2.4,0.14625,0.1501110699893027,0.001,1.4980147199410316,6.616613610905249
0.25,0.6,2.4,0.14625,0.15949301186363413,0.001,1.4996889047999795,6.424229061640829
0.25,0.6,2.4,0.14625,0.16887495373796554,0.001,1.5011775497757798,6.470245749013808
0.25,0.6,2.4,0.14625,0.17825689561229696,0.001,1.5025402289122405,6.337749287257544
0.25,0.6,2.4,0.14625,0.18763883748662838,0.001,1.5037370561218464,6.2934892955217885
0.25,0.6,2.4,0.14625,0.1970207793609598,0.001,1.5047789006247414,6.375193432958377
0.25,0.6,2.4,0.14625,0.20640272123529121,0.001,1.505709862845386,6.3315357876729985
0.25,0.6,2.4,0.14625,0.21578466310962263,0.001,1.5065612730159608,6.2948266822171055
0.25,0.6,2.4,0.14625,0.22516660498395408,0.001,1.5073166142246606,6.301687255576359
0.25,0.6,2.4,0.14625,0.2345485468582855,0.001,1.5079886411117231,6.312737359897394
0.25,0.6,2.4,0.14625,0.2439304887326169,0.001,1.508599620001325,6.3108150695954155
0.25,0.6,2.4,0.14625,0.2533124306069483,0.001,1.509161825978557,6.324900300131644
0.25,0.6,2.4,0.14625,0.26269437248127975,0.001,1.5096861285571286,6.324300139740761
0.25,0.6,2.4,0.14625,0.27207631435561114,0.001,1.5101724439914417,6.333305262315478
0.25,0.6,2.4,0.14625,0.2814582562299426,0.001,1.51062129947101,6.337597802652507
0.25,0.6,2.4,0.14625,0.290840198104274,0.001,1.5110178984337628,6.394799152547496
0.25,0.6,2.4,0.14625,0.3002221399786054,0.001,1.5113760266837353,6.452412078523845
0.25,0.6,2.4,0.14625,0.30960408185293686,0.001,1.5117099187341436,6.450851449237701
0.25,0.6,2.4,0.14625,0.31898602372726825,0.001,1.5120193821308534,6.464184514726005
0.25,0.6,2.4,0.14625,0.3283679656015997,0.001,1.5123091732967262,6.482708379580101
0.25,0.6,2.4,0.14625,0.3377499074759311,0.001,1.5125850605269267,6.4868701431616
0.25,0.6,2.4,0.14625,0.34713184935026253,0.001,1.5128452017713436,6.49372916106607
0.25,0.6,2.4,0.14625,0.3565137912245939,0.001,1.5130908956999345,6.5010178996073735
0.25,0.6,2.4,0.14625,0.36589573309892537,0.001,1.5133233035201903,6.508475602220251
0.25,0.6,2.4,0.14625,0.37527767497325676,0.001,1.5135433531995346,6.5046029671282675
0.25,0.6,2.4,0.1625,0.00938194187433142,0.001,1.4326440224126804,58.572535687869596
0.25,0.6,2.4,0.1625,0.01876388374866284,0.001,1.431681819356823,37.24025058481503
0.25,0.6,2.4,0.1625,0.02814582562299426,0.001,1.4314849529017477,26.658490084560132
0.25,0.6,2.4,0.1625,0.03752776749732568,0.001,1.436293880247761,20.079243063032404
0.25,0.6,2.4,0.1625,0.046909709371657095,0.001,1.4444631401109589,15.977039043381893
0.25,0.6,2.4,0.1625,0.05629165124598852,0.001,1.4498439662940135,13.260645596824471
0.25,0.6,2.4,0.1625,0.06567359312031994,0.001,1.4539499123428943,11.713530376633763
0.25,0.6,2.4,0.1625,0.07505553499465135,0.001,1.4373378485692003,60.137701450918044
0.25,0.6,2.4,0.1625,0.08443747686898277,0.001,1.4684720981865267,8.608632468009572
0.25,0.6,2.4,0.1625,0.09381941874331419,0.001,1.472731640996851,8.377936615524147
0.25,0.6,2.4,0.1625,0.10320136061764561,0.001,1.4767521347618486,7.406457404679552
0.25,0.6,2.4,0.1625,0.11258330249197704,0.001,1.4804007482965171,6.81871785528999
0.25,0.6,2.4,0.1625,0.12196524436630846,0.001,1.4836761058809644,6.588828032753351
0.25,0.6,2.4,0.1625,0.13134718624063987,0.001,1.4866006416339361,6.365528359204621
0.25,0.6,2.4,0.1625,0.1407291281149713,0.001,1.489249652801384,6.431812482902692
0.25,0.6,2.4,0.1625,0.1501110699893027,0.001,1.4915933266578936,6.430401645251759
0.25,0.6,2.4,0.1625,0.15949301186363413,0.001,1.4936886753849754,6.235829571253177
0.25,0.6,2.4,0.1625,0.16887495373796554,0.001,1.4956047550383085,6.21805295617004
0.25,0.6,2.4,0.1625,0.17825689561229696,0.001,1.4972949197173533,6.236978892080895
0.25,0.6,2.4,0.1625,0.18763883748662838,0.001,1.4988031305658005,6.047903801355476
0.25,0.6,2.4,0.1625,0.1970207793609598,0.001,1.5001625533971137,6.02787873655902
0.25,0.6,2.4,0.1625,0.20640272123529121,0.001,1.5014037251785144,6.050816284311238
0.25,0.6,2.4,0.1625,0.21578466310962263,0.001,1.5025080805972477,6.048117719707309
0.25,0.6,2.4,0.1625,0.22516660498395408,0.001,1.503512419463654,6.032004096168031
0.25,0.6,2.4,0.1625,0.2345485468582855,0.001,1.5043891100104754,6.1210326322397925
0.25,0.6,2.4,0.1625,0.2439304887326169,0.001,1.5051967556287353,6.097857903248439
0.25,0.6,2.4,0.1625,0.2533124306069483,0.001,1.5059439617834391,6.079580954047145
0.25,0.6,2.4,0.1625,0.26269437248127975,0.001,1.5066077422635473,6.09950863192647
0.25,0.6,2.4,0.1625,0.27207631435561114,0.001,1.5072111611163708,6.116901829667257
0.25,0.6,2.4,0.1625,0.2814582562299426,0.001,1.5077682767063272,6.121186455876561
0.25,0.6,2.4,0.1625,0.290840198104274,0.001,1.5082876114223867,6.12113298281993
0.25,0.6,2.4,0.1625,0.3002221399786054,0.001,1.5087707440434537,6.137754340614425
0.25,0.6,2.4,0.1625,0.30960408185293686,0.001,1.5092255077951748,6.145320818801409
0.25,0.6,2.4,0.1625,0.31898602372726825,0.001,1.5096520983436663,6.15835979870475
0.25,0.6,2.4,0.1625,0.3283679656015997,0.001,1.5100529172962747,6.179235779762542
0.25,0.6,2.4,0.1625,0.3377499074759311,0.001,1.5104138748334683,6.21876912977748
0.25,0.6,2.4,0.1625,0.34713184935026253,0.001,1.5107392361710998,6.27910449748983
0.25,0.6,2.4,0.1625,0.3565137912245939,0.001,1.5110455318472302,6.316530304969922
0.25,0.6,2.4,0.1625,0.36589573309892537,0.001,1.5113350973245507,6.318803922713605
0.25,0.6,2.4,0.1625,0.37527767497325676,0.001,1.5116095798803426,6.320170951353629
0.25,0.6,2.4,0.17875000000000002,0.00938194187433142,0.001,1.4297026521147707,62.73466800980509
0.25,0.6,2.4,0.17875000000000002,0.01876388374866284,0.001,1.4285706157774254,38.16587854889731
0.25,0.6,2.4,0.17875000000000002,0.02814582562299426,0.001,1.4284759186623754,27.296578446777136
0.25,0.6,2.4,0.17875000000000002,0.03752776749732568,0.001,1.428292650488045,20.408933205742947
0.25,0.6,2.4,0.17875000000000002,0.046909709371657095,0.001,1.432958565323044,16.317557359604514
0.25,0.6,2.4,0.17875000000000002,0.05629165124598852,0.001,1.439930720792879,13.991537483714254
0.25,0.6,2.4,0.17875000000000002,0.06567359312031994,0.001,1.4450838964473613,11.847541817720778
0.25,0.6,2.4,0.17875000000000002,0.07505553499465135,0.001,1.4489941866045704,10.229888542907089
0.25,0.6,2.4,0.17875000000000002,0.08443747686898277,0.001,1.4522661060678927,9.41727868369169
0.25,0.6,2.4,0.17875000000000002,0.09381941874331419,0.001,1.462958850838113,8.124367457044293
0.25,0.6,2.4,0.17875000000000002,0.10320136061764561,0.001,1.4675599168470639,7.31205978596728
0.25,0.6,2.4,0.17875000000000002,0.11258330249197704,0.001,1.4716009567779156,7.244050180010753
0.25,0.6,2.4,0.17875000000000002,0.12196524436630846,0.001,1.475315993425355,6.629975366646126
0.25,0.6,2.4,0.17875000000000002,0.13134718624063987,0.001,1.4787291266358367,6.163630467792049
0.25,0.6,2.4,0.17875000000000002,0.1407291281149713,0.001,1.4818115108373675,6.053401513337409
0.25,0.6,2.4,0.17875000000000002,0.1501110699893027,0.001,1.4846016825870652,5.620035582701009
0.25,0.6,2.4,0.17875000000000002,0.15949301186363413,0.001,1.4871510156906358,5.696811261761773
0.25,0.6,2.4,0.17875000000000002,0.16887495373796554,0.001,1.489449309091242,5.622478511358452
0.25,0.6,2.4,0.17875000000000002,0.17825689561229696,0.001,1.4914830648476787,5.757521571097439
0.25,0.6,2.4,0.17875000000000002,0.18763883748662838,0.001,1.4933667849596866,5.82834730634363
0.25,0.6,2.4,0.17875000000000002,0.1970207793609598,0.001,1.4950891698581465,5.877581537132439
0.25,0.6,2.4,0.17875000000000002,0.20640272123529121,0.001,1.4965900255909539,5.948267785343488
0.25,0.6,2.4,0.17875000000000002,0.21578466310962263,0.001,1.4979599585719499,5.825309485349262
0.25,0.6,2.4,0.17875000000000002,0.22516660498395408,0.001,1.499216754389929,5.746537605558826
0.25,0.6,2.4,0.17875000000000002,0.2345485468582855,0.001,1.5003724054916683,5.734229650302508
0.25,0.6,2.4,0.17875000000000002,0.2439304887326169,0.001,1.5014056120894117,5.806271181944499
0.25,0.6,2.4,0.17875000000000002,0.2533124306069483,0.001,1.5023542400670176,5.827539024943267
0.25,0.6,2.4,0.17875000000000002,0.26269437248127975,0.001,1.5032140938979672,5.865983514743935
0.25,0.6,2.4,0.17875000000000002,0.27207631435561114,0.001,1.503984217678491,5.936861785394066
0.25,0.6,2.4,0.17875000000000002,0.2814582562299426,0.001,1.5047020901628076,5.926377731417112
0.25,0.6,2.4,0.17875000000000002,0.290840198104274,0.001,1.5053704034539137,5.92219108387064
0.25,0.6,2.4,0.17875000000000002,0.3002221399786054,0.001,1.5059688451678177,5.9492543144040955
0.25,0.6,2.4,0.17875000000000002,0.30960408185293686,0.001,1.5065220728389148,5.963890660710874
0.25,0.6,2.4,0.17875000000000002,0.31898602372726825,0.001,1.507035097987929,5.982668657434126
0.25,0.6,2.4,0.17875000000000002,0.3283679656015997,0.001,1.5075185770716724,5.983840093303114
0.25,0.6,2.4,0.17875000000000002,0.3377499074759311,0.001,1.50797384174218,5.984966034214696
0.25,0.6,2.4,0.17875000000000002,0.34713184935026253,0.001,1.508401352403852,5.999320548653493
0.25,0.6,2.4,0.17875000000000002,0.3565137912245939,0.001,1.5088059944017997,6.011057234307891
0.25,0.6,2.4,0.17875000000000002,0.36589573309892537,0.001,1.5091885618665983,6.0241114380610785
0.25,0.6,2.4,0.17875000000000002,0.37527767497325676,0.001,1.50955090294134,6.046894341612247
0.25,0.6,2.4,0.195,0.00938194187433142,0.001,1.4261484098782502,66.78194207696502
0.25,0.6,2.4,0.195,0.01876388374866284,0.001,1.425381359573903,38.40713953875613
0.25,0.6,2.4,0.195,0.02814582562299426,0.001,1.4252733977379557,28.105644399715896
0.25,0.6,2.4,0.195,0.03752776749732568,0.001,1.4250301572950381,20.90943846633331
0.25,0.6,2.4,0.195,0.046909709371657095,0.001,1.4251876237658418,16.79968220805055
0.25,0.6,2.4,0.195,0.05629165124598852,0.001,1.4294943683522296,13.989009443657915
0.25,0.6,2.4,0.195,0.06567359312031994,0.001,1.4355989310813955,11.934719716680366
0.25,0.6,2.4,0.195,0.07505553499465135,0.001,1.4403201149739493,10.858933374731084
0.25,0.6,2.4,0.195,0.08443747686898277,0.001,1.4440141047450175,9.369813978704157
0.25,0.6,2.4,0.195,0.09381941874331419,0.001,1.4473960535762,8.693909735619478
0.25,0.6,2.4,0.195,0.10320136061764561,0.001,1.4576108498643818,7.914353221883581
0.25,0.6,2.4,0.195,0.11258330249197704,0.001,1.462434858917614,6.935188800253486
0.25,0.6,2.4,0.195,0.12196524436630846,0.001,1.4666835362443063,6.35832634888394
0.25,0.6,2.4,0.195,0.13134718624063987,0.001,1.4704453740485521,6.238774513886312
0.25,0.6,2.4,0.195,0.1407291281149713,0.001,1.4739016491317718,6.0172068472090885
0.25,0.6,2.4,0.195,0.1501110699893027,0.001,1.4771207940318596,5.661059238268905
0.25,0.6,2.4,0.195,0.15949301186363413,0.001,1.4800544258047323,5.590123619326786
0.25,0.6,2.4,0.195,0.16887495373796554,0.001,1.4826917334542546,5.376759178697366
0.25,0.6,2.4,0.195,0.17825689561229696,0.001,1.4851851341166598,5.1098986203678125
0.25,0.6,2.4,0.195,0.18763883748662838,0.001,1.4874395223373973,5.2884196201916875
0.25,0.6,2.4,0.195,0.1970207793609598,0.001,1.4894500186633732,5.278046628770537
0.25,0.6,2.4,0.195,0.20640272123529121,0.001,1.4912761574696118,5.188157911664988
0.25,0.6,2.4,0.195,0.21578466310962263,0.001,1.4929915251075199,5.2310099364426845
0.25,0.6,2.4,0.195,0.22516660498395408,0.001,1.4945610989737785,5.478998377484125
0.25,0.6,2.4,0.195,0.2345485468582855,0.001,1.4959152207756605,5.729010415953123
0.25,0.6,2.4,0.195,0.2439304887326169,0.001,1.4971717760123346,5.660379832087611
0.25,0.6,2.4,0.195,0.2533124306069483,0.001,1.4983377090714312,5.595683413021251
0.25,0.6,2.4,0.195,0.26269437248127975,0.001,1.4994196126884312,5.541035369024227
0.25,0.6,2.4,0.195,0.27207631435561114,0.001,1.5004104814513608,5.5447805450073036
0.25,0.6,2.4,0.195,0.2814582562299426,0.001,1.5013044601590437,5.612290537332442
0.25,0.6,2.4,0.195,0.290840198104274,0.001,1.5021433073721835,5.669852817535516
0.25,0.6,2.4,0.195,0.3002221399786054,0.001,1.5028976340821771,5.731267203871839
0.25,0.6,2.4,0.195,0.30960408185293686,0.001,1.5035892737198353,5.798243204215046
0.25,0.6,2.4,0.195,0.31898602372726825,0.001,1.504238843151997,5.795427823107261
0.25,0.6,2.4,0.195,0.3283679656015997,0.001,1.5048455719396865,5.8015324076809325
0.25,0.6,2.4,0.195,0.3377499074759311,0.001,1.5053952417296939,5.831100612664512
0.25,0.6,2.4,0.195,0.34713184935026253,0.001,1.5059091665643705,5.840645676525752
0.25,0.6,2.4,0.195,0.3565137912245939,0.001,1.5063862728902722,5.862868753465893
0.25,0.6,2.4,0.195,0.36589573309892537,0.001,1.5068390063837327,5.878187281115289
0.25,0.6,2.4,0.195,0.37527767497325676,0.001,1.5072678282858696,5.8824727464215725
0.25,0.6,2.4,0.21125,0.00938194187433142,0.001,1.4222246821965363,70.73185492636304
0.25,0.6,2.4,0.21125,0.01876388374866284,0.001,1.4222719676338005,35.15186665314844
0.25,0.6,2.4,0.21125,0.02814582562299426,0.001,1.421960478477247,28.778839967663277
0.25,0.6,2.4,0.21125,0.03752776749732568,0.001,1.4218394448166747,21.433315758607478
0.25,0.6,2.4,0.21125,0.046909709371657095,0.001,1.4214833969885474,17.084456365212496
0.25,0.6,2.4,0.21125,0.05629165124598852,0.001,1.422004143697202,14.3530883945006
0.25,0.6,2.4,0.21125,0.06567359312031994,0.001,1.4258948685317807,12.339384679026853
0.25,0.6,2.4,0.21125,0.07505553499465135,0.001,1.4311331791039743,10.728250132797012
0.25,0.6,2.4,0.21125,0.08443747686898277,0.001,1.4356140012208214,9.880537866263387
0.25,0.6,2.4,0.21125,0.09381941874331419,0.001,1.4392084015516848,8.839452027123887
0.25,0.6,2.4,0.21125,0.10320136061764561,0.001,1.4426837731264077,7.823914125158361
0.25,0.6,2.4,0.21125,0.11258330249197704,0.001,1.4524483988818746,7.374284620804329
0.25,0.6,2.4,0.21125,0.12196524436630846,0.001,1.457486159889561,6.662349140161412
0.25,0.6,2.4,0.21125,0.13134718624063987,0.001,1.4618049858114082,6.17503319985662
0.25,0.6,2.4,0.21125,0.1407291281149713,0.001,1.4657094499203238,5.773775175934348
0.25,0.6,2.4,0.21125,0.1501110699893027,0.001,1.4692758100163104,5.467332092880363
0.25,0.6,2.4,0.21125,0.15949301186363413,0.001,1.4725251210859,5.548583874741019
0.25,0.6,2.4,0.21125,0.16887495373796554,0.001,1.4755787106475056,5.2614171222734445
0.25,0.6,2.4,0.21125,0.17825689561229696,0.001,1.478396095143603,5.131264426845932
0.25,0.6,2.4,0.21125,0.18763883748662838,0.001,1.4809098223886592,5.1495458310900055
0.25,0.6,2.4,0.21125,0.1970207793609598,0.001,1.4833043352412645,4.83968382411858
0.25,0.6,2.4,0.21125,0.20640272123529121,0.001,1.485544053586563,4.731029093984052
0.25,0.6,2.4,0.21125,0.21578466310962263,0.001,1.487539545028559,5.000275009994659
0.25,0.6,2.4,0.21125,0.22516660498395408,0.001,1.489328799181463,4.998698410073212
0.25,0.6,2.4,0.21125,0.2345485468582855,0.001,1.4910048899142259,4.90169854897615
0.25,0.6,2.4,0.21125,0.2439304887326169,0.001,1.49258219197365,4.858248948673873
0.25,0.6,2.4,0.21125,0.2533124306069483,0.001,1.4940254379497762,4.988202637334842
0.25,0.6,2.4,0.21125,0.26269437248127975,0.001,1.4952747392174608,5.312908655006206
0.25,0.6,2.4,0.21125,0.27207631435561114,0.001,1.4964391002674138,5.453056562364187
0.25,0.6,2.4,0.21125,0.2814582562299426,0.001,1.4975291498584962,5.475527246912968
0.25,0.6,2.4,0.21125,0.290840198104274,0.001,1.498545422067562,5.416811903559478
0.25,0.6,2.4,0.21125,0.3002221399786054,0.001,1.4994918898066265,5.400755997036886
0.25,0.6,2.4,0.21125,0.30960408185293686,0.001,1.5003562379787914,5.3952452877092405
0.25,0.6,2.4,0.21125,0.31898602372726825,0.001,1.5011568262198973,5.460017702069977
0.25,0.6,2.4,0.21125,0.3283679656015997,0.001,1.5019056393529797,5.529208733322592
0.25,0.6,2.4,0.21125,0.3377499074759311,0.001,1.5025846046463647,5.620384116587245
0.25,0.6,2.4,0.21125,0.34713184935026253,0.001,1.5032146888272553,5.690243680769298
0.25,0.6,2.4,0.21125,0.3565137912245939,0.001,1.5038100170381183,5.6921842118384705
0.25,0.6,2.4,0.21125,0.36589573309892537,0.001,1.504368503642442,5.703141541024649
0.25,0.6,2.4,0.21125,0.37527767497325676,0.001,1.5048785323957243,5.735734162633906
0.25,0.6,2.4,0.2275,0.00938194187433142,0.001,1.418107711481082,74.20367486417359
0.25,0.6,2.4,0.2275,0.01876388374866284,0.001,1.4188292416551556,36.163933852146194
0.25,0.6,2.4,0.2275,0.02814582562299426,0.001,1.4185376557130054,29.540620664439416
0.25,0.6,2.4,0.2275,0.03752776749732568,0.001,1.418510407162658,22.04106328734608
0.25,0.6,2.4,0.2275,0.046909709371657095,0.001,1.418283481982305,17.6247177668397
0.25,0.6,2.4,0.2275,0.05629165124598852,0.001,1.4177849870525785,14.704643819949201
0.25,0.6,2.4,0.2275,0.06567359312031994,0.001,1.4185613209244776,12.771316067301228
0.25,0.6,2.4,0.2275,0.07505553499465135,0.001,1.421986568846406,11.103537537005401
0.25,0.6,2.4,0.2275,0.08443747686898277,0.001,1.426558146822487,9.807080203790532
0.25,0.6,2.4,0.2275,0.09381941874331419,0.001,1.431005719459376,9.0104568412672
0.25,0.6,2.4,0.2275,0.10320136061764561,0.001,1.4347163369275018,8.216689742121007
0.25,0.6,2.4,0.2275,0.11258330249197704,0.001,1.4381489880361362,7.454111425244854
0.25,0.6,2.4,0.2275,0.12196524436630846,0.001,1.4472060404914011,6.629652523659721
0.25,0.6,2.4,0.2275,0.13134718624063987,0.001,1.4527564924376115,6.608454648712636
0.25,0.6,2.4,0.2275,0.1407291281149713,0.001,1.4570886487759793,5.927337047542053
0.25,0.6,2.4,0.2275,0.1501110699893027,0.001,1.4610779602942516,5.560973034809266
0.25,0.6,2.4,0.2275,0.15949301186363413,0.001,1.4647045001152688,5.338730045320954
0.25,0.6,2.4,0.2275,0.16887495373796554,0.001,1.4681029833970596,4.943511209207579
0.25,0.6,2.4,0.2275,0.17825689561229696,0.001,1.471192260149593,5.180579967984501
0.25,0.6,2.4,0.2275,0.18763883748662838,0.001,1.4741029513867392,4.949434806036509
0.25,0.6,2.4,0.2275,0.1970207793609598,0.001,1.4768148287676568,4.792274847217103
0.25,0.6,2.4,0.2275,0.20640272123529121,0.001,1.479250923970884,4.911852771371891
0.25,0.6,2.4,0.2275,0.21578466310962263,0.001,1.4815417304149217,4.696558516203815
0.25,0.6,2.4,0.2275,0.22516660498395408,0.001,1.483710405503856,4.535312756993879
0.25,0.6,2.4,0.2275,0.2345485468582855,0.001,1.4857400906175438,4.511298258218034
0.25,0.6,2.4,0.2275,0.2439304887326169,0.001,1.4875198557209275,4.781515777982915
0.25,0.6,2.4,0.2275,0.2533124306069483,0.001,1.4891475016600444,4.786406846013757
0.25,0.6,2.4,0.2275,0.26269437248127975,0.001,1.4906985025122619,4.706959860630146
0.25,0.6,2.4,0.2275,0.27207631435561114,0.001,1.4921562099185286,4.676345121806333
0.25,0.6,2.4,0.2275,0.2814582562299426,0.001,1.4934914704515363,4.762644409975276
0.25,0.6,2.4,0.2275,0.290840198104274,0.001,1.49466903165678,4.928243762410276
0.25,0.6,2.4,0.2275,0.3002221399786054,0.001,1.4957612118574055,5.052369790345459
0.25,0.6,2.4,0.2275,0.30960408185293686,0.001,1.4967846298102605,5.186966066878947
0.25,0.6,2.4,0.2275,0.31898602372726825,0.001,1.4977451278561924,5.297143698761995
0.25,0.6,2.4,0.2275,0.3283679656015997,0.001,1.4986493050821463,5.2789996911305215
0.25,0.6,2.4,0.2275,0.3377499074759311,0.001,1.4994765032866844,5.28261570674063
0.25,0.6,2.4,0.2275,0.34713184935026253,0.001,1.5002575868055945,5.277275285315583
0.25,0.6,2.4,0.2275,0.3565137912245939,0.001,1.5009827150831248,5.340064690562202
0.25,0.6,2.4,0.2275,0.36589573309892537,0.001,1.5016624974285953,5.408770561300207
0.25,0.6,2.4,0.2275,0.37527767497325676,0.001,1.5022832563151844,5.5270036276872165
0.25,0.6,2.4,0.24375000000000002,0.00938194187433142,0.001,1.4140429220279591,76.64324052077657
0.25,0.6,2.4,0.24375000000000002,0.01876388374866284,0.001,1.4151991903510612,37.41225400517058
0.25,0.6,2.4,0.24375000000000002,0.02814582562299426,0.001,1.4150820347114288,30.032158029853857
0.25,0.6,2.4,0.24375000000000002,0.03752776749732568,0.001,1.4151346290218496,22.434082406401835
0.25,0.6,2.4,0.24375000000000002,0.046909709371657095,0.001,1.415018171881518,17.958559015065763
0.25,0.6,2.4,0.24375000000000002,0.05629165124598852,0.001,1.4145884405617914,14.965317835907388
0.25,0.6,2.4,0.24375000000000002,0.06567359312031994,0.001,1.4138473742142383,12.886794749329388
0.25,0.6,2.4,0.24375000000000002,0.07505553499465135,0.001,1.4147775590068303,11.496168070550594
0.25,0.6,2.4,0.24375000000000002,0.08443747686898277,0.001,1.417838408346372,10.28718664904151
0.25,0.6,2.4,0.24375000000000002,0.09381941874331419,0.001,1.4221758275983387,9.02613408343176
0.25,0.6,2.4,0.24375000000000002,0.10320136061764561,0.001,1.4265821151578792,8.21093386417214
0.25,0.6,2.4,0.24375000000000002,0.11258330249197704,0.001,1.4303450770516988,7.766887487641295
0.25,0.6,2.4,0.24375000000000002,0.12196524436630846,0.001,1.4338498094381729,7.185547256664415
0.25,0.6,2.4,0.24375000000000002,0.13134718624063987,0.001,1.4418895484186487,6.378503866628307
0.25,0.6,2.4,0.24375000000000002,0.1407291281149713,0.001,1.4481606363256814,5.972567303620127
0.25,0.6,2.4,0.24375000000000002,0.1501110699893027,0.001,1.4525342770346101,5.932044727395296
0.25,0.6,2.4,0.24375000000000002,0.15949301186363413,0.001,1.456572149460846,5.365467906850658
0.25,0.6,2.4,0.24375000000000002,0.16887495373796554,0.001,1.4602634542009392,5.117729671892323
0.25,0.6,2.4,0.24375000000000002,0.17825689561229696,0.001,1.4636996957314774,4.974509633466136
0.25,0.6,2.4,0.24375000000000002,0.18763883748662838,0.001,1.466935407971335,4.622001408959765
0.25,0.6,2.4,0.24375000000000002,0.1970207793609598,0.001,1.469904932573321,4.810208290688378
0.25,0.6,2.4,0.24375000000000002,0.20640272123529121,0.001,1.4726925450881092,4.6905113672604415
0.25,0.6,2.4,0.24375000000000002,0.21578466310962263,0.001,1.4752982127576197,4.5647544841072545
0.25,0.6,2.4,0.24375000000000002,0.22516660498395408,0.001,1.477688097031425,4.6564766705360725
0.25,0.6,2.4,0.24375000000000002,0.2345485468582855,0.001,1.4798877269246946,4.591791845938581
0.25,0.6,2.4,0.24375000000000002,0.2439304887326169,0.001,1.481988489293817,4.370724077580087
0.25,0.6,2.4,0.24375000000000002,0.2533124306069483,0.001,1.4839813839219016,4.305505493902696
0.25,0.6,2.4,0.24375000000000002,0.26269437248127975,0.001,1.4858112289079264,4.3884358912117465
